1111	0.2113
1112	0.2113
1113	0.4169
1114	0.4169
1121	0.0423
1122	0.0423
1123	0.0845
1124	0.0845
1131	0.0155
1132	0.0155
1133	0.0296
1134	0.0296
1141	0.0056
1142	0.0056
1143	0.0113
1144	0.0113
1151	0.0014
1152	0.0014
1153	0.0028
1154	0.0028
1211	0.1870
1212	0.1870
1213	0.3690
1214	0.3690
1221	0.0377
1222	0.0377
1223	0.0744
1224	0.0744
1231	0.0135
1232	0.0135
1233	0.0265
1234	0.0265
1241	0.0051
1242	0.0051
1243	0.0101
1244	0.0101
1251	0.0011
1252	0.0011
1253	0.0028
1254	0.0028
1311	0.1050
1312	0.1050
1313	0.2075
1314	0.2075
1321	0.0213
1322	0.0213
1323	0.0420
1324	0.0420
1331	0.0076
1332	0.0076
1333	0.0148
1334	0.0148
1341	0.0028
1342	0.0028
1343	0.0057
1344	0.0057
1351	0.0009
1352	0.0009
1353	0.0015
1354	0.0015
2111	0.4107
2112	0.4107
2113	0.8100
2114	0.8100
2121	0.0570
2122	0.0570
2123	0.1141
2124	0.1141
2131	0.0209
2132	0.0209
2133	0.0399
2134	0.0399
2141	0.0076
2142	0.0076
2143	0.0152
2144	0.0152
2151	0.0019
2152	0.0019
2153	0.0038
2154	0.0038
2211	0.3628
2212	0.3628
2213	0.7165
2214	0.7165
2221	0.0510
2222	0.0510
2223	0.1004
2224	0.1004
2231	0.0183
2232	0.0183
2233	0.0357
2234	0.0357
2241	0.0068
2242	0.0068
2243	0.0137
2244	0.0137
2251	0.0015
2252	0.0015
2253	0.0038
2254	0.0038
2311	0.2041
2312	0.2041
2313	0.4026
2314	0.4026
2321	0.0287
2322	0.0287
2323	0.0566
2324	0.0566
2331	0.0103
2332	0.0103
2333	0.0199
2334	0.0199
2341	0.0038
2342	0.0038
2343	0.0076
2344	0.0076
2351	0.0012
2352	0.0012
2353	0.0021
2354	0.0021
3111	1.3161
3112	1.3161
3113	2.5979
3114	2.5979
3121	0.0936
3122	0.0936
3123	0.1871
3124	0.1871
3131	0.0343
3132	0.0343
3133	0.0655
3134	0.0655
3141	0.0125
3142	0.0125
3143	0.0250
3144	0.0250
3151	0.0031
3152	0.0031
3153	0.0062
3154	0.0062
3211	1.0486
3212	1.0486
3213	2.0703
3214	2.0703
3221	0.0753
3222	0.0753
3223	0.1484
3224	0.1484
3231	0.0270
3232	0.0270
3233	0.0528
3234	0.0528
3241	0.0101
3242	0.0101
3243	0.0202
3244	0.0202
3251	0.0022
3252	0.0022
3253	0.0056
3254	0.0056
3311	0.5885
3312	0.5885
3313	1.1622
3314	1.1622
3321	0.0424
3322	0.0424
3323	0.0836
3324	0.0836
3331	0.0152
3332	0.0152
3333	0.0294
3334	0.0294
3341	0.0056
3342	0.0056
3343	0.0113
3344	0.0113
3351	0.0017
3352	0.0017
3353	0.0030
3354	0.0030
11111	0.015
11112	0.015
11113	0.0296
11114	0.0296
11121	0.003
11122	0.003
11123	0.006
11124	0.006
11131	0.0011
11132	0.0011
11133	0.0021
11134	0.0021
11141	0.0004
11142	0.0004
11143	0.0008
11144	0.0008
11151	0.0001
11152	0.0001
11153	0.0002
11154	0.0002
11211	0.0332
11212	0.0332
11213	0.0655
11214	0.0655
11221	0.0067
11222	0.0067
11223	0.0132
11224	0.0132
11231	0.0024
11232	0.0024
11233	0.0047
11234	0.0047
11241	0.0009
11242	0.0009
11243	0.0018
11244	0.0018
11251	0.0002
11252	0.0002
11253	0.0005
11254	0.0005
11311	0.0483
11312	0.0483
11313	0.0954
11314	0.0954
11321	0.0098
11322	0.0098
11323	0.0193
11324	0.0193
11331	0.0035
11332	0.0035
11333	0.0068
11334	0.0068
11341	0.0013
11342	0.0013
11343	0.0026
11344	0.0026
11351	0.0004
11352	0.0004
11353	0.0007
11354	0.0007
12111	0.0216
12112	0.0216
12113	0.0426
12114	0.0426
12121	0.003
12122	0.003
12123	0.006
12124	0.006
12131	0.0011
12132	0.0011
12133	0.0021
12134	0.0021
12141	0.0004
12142	0.0004
12143	0.0008
12144	0.0008
12151	0.0001
12152	0.0001
12153	0.0002
12154	0.0002
12211	0.0477
12212	0.0477
12213	0.0942
12214	0.0942
12221	0.0067
12222	0.0067
12223	0.0132
12224	0.0132
12231	0.0024
12232	0.0024
12233	0.0047
12234	0.0047
12241	0.0009
12242	0.0009
12243	0.0018
12244	0.0018
12251	0.0002
12252	0.0002
12253	0.0005
12254	0.0005
12311	0.0696
12312	0.0696
12313	0.1373
12314	0.1373
12321	0.0098
12322	0.0098
12323	0.0193
12324	0.0193
12331	0.0035
12332	0.0035
12333	0.0068
12334	0.0068
12341	0.0013
12342	0.0013
12343	0.0026
12344	0.0026
12351	0.0004
12352	0.0004
12353	0.0007
12354	0.0007
13111	0.0422
13112	0.0422
13113	0.0833
13114	0.0833
13121	0.003
13122	0.003
13123	0.006
13124	0.006
13131	0.0011
13132	0.0011
13133	0.0021
13134	0.0021
13141	0.0004
13142	0.0004
13143	0.0008
13144	0.0008
13151	0.0001
13152	0.0001
13153	0.0002
13154	0.0002
13211	0.0933
13212	0.0933
13213	0.1842
13214	0.1842
13221	0.0067
13222	0.0067
13223	0.0132
13224	0.0132
13231	0.0024
13232	0.0024
13233	0.0047
13234	0.0047
13241	0.0009
13242	0.0009
13243	0.0018
13244	0.0018
13251	0.0002
13252	0.0002
13253	0.0005
13254	0.0005
13311	0.1359
13312	0.1359
13313	0.2684
13314	0.2684
13321	0.0098
13322	0.0098
13323	0.0193
13324	0.0193
13331	0.0035
13332	0.0035
13333	0.0068
13334	0.0068
13341	0.0013
13342	0.0013
13343	0.0026
13344	0.0026
13351	0.0004
13352	0.0004
13353	0.0007
13354	0.0007
