0	0.046
1	0.004
2	0.004
3	0.004
4	0.004
5	0.001
6	0.001
7	0.001
8	0.001
9	0.001
10	0.001
11	0.001
12	0.001
13	0.001
14	0.001
15	0.001
16	0.001
17	0.001
18	0.001
19	0.001
20	0.002
21	0.002
22	0.002
23	0.002
24	0.002
25	0.002
26	0.002
27	0.002
28	0.002
29	0.002
30	0.002
31	0.002
32	0.002
33	0.002
34	0.002
35	0.002
36	0.002
37	0.002
38	0.002
39	0.002
40	0.003
41	0.003
42	0.003
43	0.003
44	0.003
45	0.004
46	0.004
47	0.004
48	0.004
49	0.004
50	0.007
51	0.007
52	0.007
53	0.007
54	0.007
55	0.011
56	0.011
57	0.011
58	0.011
59	0.011
60	0.019
61	0.019
62	0.019
63	0.019
64	0.019
65	0.031
66	0.031
67	0.031
68	0.031
69	0.031
70	0.05
71	0.05
72	0.05
73	0.05
74	0.05
75	0.075
76	0.075
77	0.075
78	0.075
79	0.075
80	0.111
81	0.111
82	0.111
83	0.111
84	0.111
85	0.15
86	0.15
87	0.15
88	0.15
89	0.15
90	0.201
91	0.201
92	0.201
93	0.201
94	0.201
95	0.263
96	0.263
97	0.263
98	0.263
99	0.263
100	0.345
101	0.345
102	0.345
103	0.345
104	0.345
105	0.345
106	0.5344
107	0.5803
108	0.546
109	0.3795
110	0.4855
111	0.2549
112	0.2985
113	0.1911
114	0.3054
115	0.2412
116	0.2007
117	0.4055
118	0.4055
119	0.3466
120	0.2877
121	0.3466
122	0.4055
123	0.6931
124	0.8466
125	1
